Linux 7.2.0-rc5-virtme (virtme-ng) 	08/02/26 	_x86_64_	(4 CPU)

08:08:01      %sio-10   %sio-60  %sio-300      %sio   %fio-10   %fio-60  %fio-300      %fio
08:32:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:32:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:32:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:32:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:32:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:32:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:33:01         0.00      0.00      0.00      0.08      0.00      0.00      0.00      0.08
08:33:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:33:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:33:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:33:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:33:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:33:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:33:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:33:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:33:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:33:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:33:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:35:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:35:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:35:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:35:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:35:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:35:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:35:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:35:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:35:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:35:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:35:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:35:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:36:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:36:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
